rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,Subgenus,subfamily
wfo-0000212869,2671373,Fabaceae,Bauhinia,binata,,Bauhinia binata,Blanco,Species,Synonym,2347417.0,,,Fl. Filip.: 331 (1837),,,ipni:481140-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481140-1,,wfo-0000212880,60947,,,,,,Cercidoideae
wfo-0000205707,2537800,Fabaceae,Phanera,decumbens,,Phanera decumbens,(M.R.Hend.) de Wit,Species,Accepted,2537800.0,2537884.0,2671515.0,Reinwardtia 3: 503 (1956),,Pen. Malaysia (Pahang),ipni:513521-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513521-1,wfo-4000029108,,60998,,,,,,Cercidoideae
wfo-0000199531,2671700,Fabaceae,Bauhinia,howei,,Bauhinia howei,Merr. & Chun,Species,Synonym,3239679.0,,,Sunyatsenia 2: 243 (1935),,,ipni:481390-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481390-1,,wfo-0001448176,61022,,,,,,Cercidoideae
wfo-0000166644,2490360,Fabaceae,Schnella,stenoloba,,Schnella stenoloba,Britton & Killip,Species,Accepted,2490360.0,2591756.0,,Ann. New York Acad. Sci. 35: 163 (1936),,Colombia (Antioquia),ipni:518027-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518027-1,wfo-4000034516,,61023,,,,,,Cercidoideae
wfo-0000183259,2671569,Fabaceae,Bauhinia,excisa,,Bauhinia excisa,(Griseb.) Hemsl.,Species,Synonym,2591715.0,,2591715.0,"Biol. Cent.-Amer., Bot. 1: 337 (1880)",,,ipni:481298-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481298-1,,wfo-0000183256,61025,,,,,,Cercidoideae
wfo-0000171256,2671704,Fabaceae,Bauhinia,humifusa,,Bauhinia humifusa,Pic.Serm. & Roti Mich.,Species,Synonym,2441312.0,,,Webbia 13: 165 (1957),,,ipni:481394-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481394-1,,wfo-0000171245,61102,,,,,,Cercidoideae
wfo-0001061669,2347409,Fabaceae,Lysiphyllum,strychnifolium,,Lysiphyllum strychnifolium,(Craib) A.Schmitz,Species,Synonym,3307263.0,,2672114.0,Bull. Soc. Roy. Bot. Belgique 110: 15 (1977),,,ipni:505340-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505340-1,,wfo-1000044322,61160,,,,,,Cercidoideae
wfo-0001366210,2671901,Fabaceae,Bauhinia,ornata,mizoramensis,Bauhinia ornata subsp. mizoramensis,"Bandyop., B.D.Sharma & Thoth.",Subspecies,Synonym,2997908.0,,,Nordic J. Bot. 12: 223 (1992),,,ipni:965732-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:965732-1,,wfo-0001362471,61196,,,,,,Cercidoideae
wfo-0000205770,2537841,Fabaceae,Phanera,gracillima,,Phanera gracillima,de Wit,Species,Accepted,2537841.0,2537884.0,,Reinwardtia 3: 474 (1956),,Borneo (Sabah),ipni:513535-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513535-1,wfo-4000029108,,61220,,,,,,Cercidoideae
wfo-0001343679,3003054,Fabaceae,Phanera,comosa,,Phanera comosa,(Craib) Bandyop. & Ghoshal,Species,Synonym,3245806.0,,2671467.0,Telopea 18: 141 (2015),,,ipni:77150154-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77150154-1,,wfo-0001444062,61260,,,,,,Cercidoideae
wfo-0001039839,2905684,Fabaceae,Phanera,surinamensis,,Phanera surinamensis,(Amshoff) Vaz,Species,Synonym,2905129.0,,2672130.0,Rodriguésia 61: S39 (2010),,,ipni:60456533-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456533-2,,wfo-0001039698,61301,,,,,,Cercidoideae
wfo-0000205777,2671389,Fabaceae,Bauhinia,brachyscypha,,Bauhinia brachyscypha,Baker,Species,Synonym,2937672.0,,,Bull. Misc. Inform. Kew 1896: 22 (1896),,,ipni:481153-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481153-1,,wfo-0000205776,61331,,,,,,Cercidoideae
wfo-0001039696,2905131,Fabaceae,Schnella,sprucei,,Schnella sprucei,(Benth.) Wunderlin,Species,Accepted,2905131.0,2591756.0,2672101.0,Phytoneuron 2010-49: 4 (2010),,N. Brazil,ipni:77111936-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111936-1,wfo-4000034516,,61380,,,,,,Cercidoideae
wfo-0000199541,2539810,Fabaceae,Piliostigma,acidum,,Piliostigma acidum,(Reinw.) Benth.,Species,Synonym,2415664.0,,2671278.0,"F.A.W.Miquel, Pl. Jungh.: 261 (1852)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2539810-4,,wfo-0000170380,61403,,,,,,Cercidoideae
wfo-0000203509,2672015,Fabaceae,Bauhinia,retusa,,Bauhinia retusa,Roxb. ex DC.,Species,Illegitimate,3275719.0,,,Prodr. 2: 515 (1825),", nom. illeg.",,ipni:481622-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481622-1,,wfo-1000003003,61489,,,,,,Cercidoideae
wfo-0000182948,2671654,Fabaceae,Bauhinia,guianensis,,Bauhinia guianensis,Aubl.,Species,Synonym,2905142.0,,,Hist. Pl. Guiane 1: 377 (1775),,,ipni:30306153-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30306153-2,,wfo-0001039685,61506,,,,,,Cercidoideae
wfo-0000205751,2671584,Fabaceae,Bauhinia,finlaysoniana,leptopus,Bauhinia finlaysoniana var. leptopus,(G.Perkins) K.Larsen & S.S.Larsen,Variety,Synonym,2937670.0,,2671776.0,Nordic J. Bot. 13: 663 (1993),,,ipni:997053-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997053-1,,wfo-0000205752,61551,,,,,,Cercidoideae
wfo-0000173918,2671835,Fabaceae,Bauhinia,maximiliani,,Bauhinia maximiliani,Benth.,Species,Synonym,2905604.0,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 203 (1870)",,,ipni:1037030-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1037030-2,,wfo-0001039673,61614,,,,,,Cercidoideae
wfo-0001039836,2905543,Fabaceae,Phanera,smilacina,,Phanera smilacina,(Schott) Vaz,Species,Synonym,2591674.0,,2706091.0,Rodriguésia 61: S38 (2010),,,ipni:60456530-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456530-2,,wfo-0000176290,61640,,,,,,Cercidoideae
wfo-0000199490,2671834,Fabaceae,Bauhinia,mastipoda,,Bauhinia mastipoda,Pierre ex Gagnep.,Species,Synonym,3239671.0,,,Notul. Syst. (Paris) 2: 175 (1912),,,ipni:481486-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481486-1,,wfo-0001448167,61668,,,,,,Cercidoideae
wfo-0001039835,2905674,Fabaceae,Phanera,siqueirae,,Phanera siqueirae,(Ducke) Vaz,Species,Synonym,2905132.0,,2672086.0,Rodriguésia 61: S38 (2010),,,ipni:60456529-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456529-2,,wfo-0001039695,61773,,,,,,Cercidoideae
wfo-1000003003,3275719,Fabaceae,Phanera,roxburghiana,,Phanera roxburghiana,"(Voigt) Bandyop., Anand Kumar & Chakrab.",Species,Accepted,3275719.0,2537884.0,2672030.0,Ann. Bot. Fenn. 58: 381 (2021),,Indian Subcontinent,ipni:77234282-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77234282-1,wfo-4000029108,,61836,,,,,,Cercidoideae
wfo-0001384508,2997891,Fabaceae,Phanera,semibifida,acuminata,Phanera semibifida var. acuminata,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997891.0,2537960.0,2672072.0,Bangladesh J. Pl. Taxon. 19: 59 (2012),,"Borneo (Sabah, Kalimantan)",ipni:77125209-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125209-1,wfo-0000203507,,61837,,,,,,Cercidoideae
wfo-0001384513,2997685,Fabaceae,Phanera,wrayi,borneensis,Phanera wrayi var. borneensis,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997685.0,2537900.0,2672210.0,Bangladesh J. Pl. Taxon. 19: 60 (2012),,Borneo,ipni:77125216-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125216-1,wfo-0000205883,,61928,,,,,,Cercidoideae
wfo-0001057769,2352176,Fabaceae,Lasiobema,harmsianum,,Lasiobema harmsianum,(Hosseus) de Wit,Species,Synonym,3003039.0,,2671662.0,Reinwardtia 3: 423 (1956),,,ipni:501531-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501531-1,,wfo-0001343681,61931,,,,,,Cercidoideae
wfo-0000166233,2873233,Fabaceae,Schnella,hymenaeifolia,,Schnella hymenaeifolia,(Triana ex Hemsl.) Britton & Rose,Species,Accepted,2873233.0,2591756.0,2671708.0,"N.L.Britton & al. (eds.), N. Amer. Fl. 23(4): 208 (1930)",,Panama to Colombia,ipni:518011-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518011-1,wfo-4000034516,,61959,,,,,,Cercidoideae
wfo-0001062493,2672076,Fabaceae,Bauhinia,semibifida,stenostachya,Bauhinia semibifida var. stenostachya,(Baker) K.Larsen & S.S.Larsen,Variety,Synonym,2882536.0,,2672109.0,Nordic J. Bot. 13: 661 (1993),,,ipni:997039-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997039-1,,wfo-0001062492,62064,,,,,,Cercidoideae
wfo-0000197085,2671733,Fabaceae,Bauhinia,kerrii,,Bauhinia kerrii,Gagnep.,Species,Synonym,2997893.0,,,Notul. Syst. (Paris) 2: 173 (1912),,,ipni:481418-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481418-1,,wfo-0001384506,62085,,,,,,Cercidoideae
wfo-0000205875,2671876,Fabaceae,Bauhinia,moultonii,,Bauhinia moultonii,Merr.,Species,Synonym,2997690.0,,,"Philipp. J. Sci., C 11: 82 (1916)",,,ipni:481518-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481518-1,,wfo-0001384515,62095,,,,,,Cercidoideae
wfo-0000469278,2537802,Fabaceae,Phanera,dasycarpa,,Phanera dasycarpa,Miq.,Species,Synonym,2537966.0,,,Fl. Ned. Ind. 1(1): 1078 (1858),", tentatively listed as a synonym.",,ipni:513519-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513519-1,,wfo-0000469318,62119,,,,,,Cercidoideae
wfo-0000205705,2537803,Fabaceae,Phanera,cuprea,,Phanera cuprea,(Ridl.) de Wit,Species,Accepted,2537803.0,2537884.0,2671499.0,Reinwardtia 3: 503 (1956),,Pen. Malaysia (Perak),ipni:513518-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513518-1,wfo-4000029108,,62131,,,,,,Cercidoideae
wfo-0001050717,2490361,Fabaceae,Schnella,stuebeliana,,Schnella stuebeliana,(Harms) Britton & Killip,Species,Synonym,3003174.0,,2672117.0,Ann. New York Acad. Sci. 35: 163 (1936),,,ipni:518029-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518029-1,,wfo-0001385419,62153,,,,,,Cercidoideae
wfo-0000166235,2676029,Fabaceae,Binaria,hymenaeifolia,,Binaria hymenaeifolia,(Triana ex Hemsl.) A.Schmitz,Species,Synonym,2873233.0,,2671708.0,Bull. Jard. Bot. Natl. Belg. 43: 404 (1973),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2676029-4,,wfo-0000166233,62196,,,,,,Cercidoideae
wfo-0001039673,2905604,Fabaceae,Schnella,maximiliani,,Schnella maximiliani,(Benth.) Wunderlin,Species,Accepted,2905604.0,2591756.0,2671835.0,Phytoneuron 2010-49: 2 (2010),,Brazil (SE. Bahia to Rio de Janeiro),ipni:60456153-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456153-2,wfo-4000034516,,62253,,,,,,Cercidoideae
wfo-0000197047,2537812,Fabaceae,Phanera,coccinea,,Phanera coccinea,Lour.,Species,Accepted,2537812.0,2537884.0,,Fl. Cochinch.: 37 (1790),,China (Yunnan) to Indo-China,ipni:513509-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513509-1,wfo-4000029108,,62256,,,,,,Cercidoideae
wfo-0001339820,2998083,Fabaceae,Phanera,erythropoda,,Phanera erythropoda,(Hayata) Mackinder & R.Clark,Species,Accepted,2998083.0,2537884.0,2671559.0,Phytotaxa 166: 54 (2014),,"China (Yunnan, Guangxi) to Hainan",ipni:77140560-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140560-1,wfo-4000029108,,62299,,,,,,Cercidoideae
wfo-0000205744,2937668,Fabaceae,Phanera,finlaysoniana,amoena,Phanera finlaysoniana var. amoena,de Wit,Variety,Accepted,2937668.0,2537837.0,,Reinwardtia 3: 505 (1956),,"Borneo (Sabah, Sarawak)",ipni:77252528-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77252528-1,wfo-0000205747,,62368,,,,,,Cercidoideae
wfo-0000203483,2671694,Fabaceae,Bauhinia,hookeri,,Bauhinia hookeri,F.Muell.,Species,Synonym,2347401.0,,,Trans. & Proc. Philos. Inst. Victoria 3: 51 (1859),,,ipni:481385-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481385-1,,wfo-0000188353,62429,,,,,,Cercidoideae
wfo-0001040528,2904723,Fabaceae,Phanera,yunnanensis,,Phanera yunnanensis,(Franch.) Wunderlin,Species,Accepted,2904723.0,2537884.0,2672219.0,Phytoneuron 19: 1 (2011),,"China (Sichuan, Yunnan, Guizhou,) to W. Indo-China",ipni:77113367-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113367-1,wfo-4000029108,,62487,,,,,,Cercidoideae
wfo-0000469462,2538435,Fabaceae,Perlebia,nervosa,,Perlebia nervosa,(Benth.) A.Schmitz,Species,Synonym,2537930.0,,2537930.0,Bull. Jard. Bot. Natl. Belg. 43: 382 (1973),,,ipni:513087-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513087-1,,wfo-0000199547,62742,,,,,,Cercidoideae
wfo-0001402588,2672111,Fabaceae,Bauhinia,stipularis,brachystylus,Bauhinia stipularis var. brachystylus,K.Larsen & S.S.Larsen,Variety,Synonym,2997692.0,,,Nordic J. Bot. 13: 659 (1993),,,ipni:997031-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997031-1,,wfo-0001384512,62760,,,,,,Cercidoideae
wfo-0000173937,2672002,Fabaceae,Bauhinia,raddiana,,Bauhinia raddiana,Bong.,Species,Illegitimate,2591688.0,,,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 4(2, Bot.): 111 (1838)",", nom. superfl.",,ipni:481613-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481613-1,,wfo-0000498860,62783,,,,,,Cercidoideae
wfo-1000038917,2671992,Fabaceae,Bauhinia,purpurea,,Bauhinia purpurea,DC. ex Walp.,Species,Invalid,2415664.0,,,Ann. Bot. Syst. 2: 448 (1852),", not validly publ.",,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671992-4,,wfo-0000170380,62787,,,,,,Cercidoideae
wfo-0000197052,2671377,Fabaceae,Bauhinia,bohniana,,Bauhinia bohniana,H.Y.Chen,Species,Synonym,3307248.0,,,J. Arnold Arbor. 19: 129 (1938),,,ipni:481144-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481144-1,,wfo-1000044320,62799,,,,,,Cercidoideae
wfo-0000187742,2347400,Fabaceae,Lysiphyllum,gilvum,,Lysiphyllum gilvum,(F.M.Bailey) Pedley,Species,Accepted,2347400.0,2347419.0,2671497.0,Austrobaileya 1: 33 (1977),,N. & E. Australia,ipni:505338-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505338-1,wfo-4000022574,,62822,,,,,,Cercidoideae
wfo-0001409924,2672102,Fabaceae,Bauhinia,sprucei,acuminata,Bauhinia sprucei var. acuminata,Benth.,Variety,Synonym,2905131.0,,,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 15(2): 206 (1870)",,,ipni:30178-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30178-2,,wfo-0001039696,62841,,,,,,Cercidoideae
wfo-0000205704,2671499,Fabaceae,Bauhinia,cuprea,,Bauhinia cuprea,Ridl.,Species,Synonym,2537803.0,,,J. Straits Branch Roy. Asiat. Soc. 61: 2 (1912),,,ipni:481242-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481242-1,,wfo-0000205705,62867,,,,,,Cercidoideae
wfo-0000199459,2537864,Fabaceae,Phanera,bassacensis,,Phanera bassacensis,(Pierre ex Gagnep.) de Wit,Species,Accepted,2537864.0,2537884.0,2671351.0,Reinwardtia 3: 472 (1956),,Indo-China to W. Malesia,ipni:513500-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513500-1,wfo-4000029108,,62870,,,,,,Cercidoideae
wfo-0000199601,2671842,Fabaceae,Bauhinia,melanophylla,,Bauhinia melanophylla,Merr.,Species,Synonym,2537947.0,,,J. Arnold Arbor. 23: 172 (1942),,,ipni:481494-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481494-1,,wfo-0000199603,62963,,,,,,Cercidoideae
wfo-0001390718,2672072,Fabaceae,Bauhinia,semibifida,acuminata,Bauhinia semibifida var. acuminata,K.Larsen & S.S.Larsen,Variety,Synonym,2997891.0,,,Nordic J. Bot. 13: 660 (1993),,,ipni:997035-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997035-1,,wfo-0001384508,62966,,,,,,Cercidoideae
wfo-0001339822,2997410,Fabaceae,Phanera,nakhonphanomensis,,Phanera nakhonphanomensis,(Chatan) Mackinder & R.Clark,Species,Accepted,2997410.0,2537884.0,2994453.0,Phytotaxa 166: 60 (2014),,Thailand,ipni:77140564-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140564-1,wfo-4000029108,,63029,,,,,,Cercidoideae
wfo-0000205743,2671583,Fabaceae,Bauhinia,finlaysoniana,amoena,Bauhinia finlaysoniana var. amoena,(de Wit) K.Larsen & S.S.Larsen,Variety,Synonym,2937668.0,,2937668.0,Nordic J. Bot. 13: 633 (1993),,,ipni:997052-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997052-1,,wfo-0000205744,63071,,,,,,Cercidoideae
wfo-0000199554,2671924,Fabaceae,Bauhinia,penicilliloba,,Bauhinia penicilliloba,Pierre ex Gagnep.,Species,Synonym,3245813.0,,,Notul. Syst. (Paris) 2: 177 (1912),,,ipni:481552-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481552-1,,wfo-0001444066,63154,,,,,,Cercidoideae
wfo-0000199486,2671770,Fabaceae,Bauhinia,lecomtei,,Bauhinia lecomtei,Gagnep.,Species,Synonym,2537813.0,,,Notul. Syst. (Paris) 2: 174 (1912),,,ipni:481443-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481443-1,,wfo-0000197033,63187,,,,,,Cercidoideae
wfo-0001035197,2352172,Fabaceae,Lasiobema,delavayi,,Lasiobema delavayi,(Franch.) A.Schmitz,Species,Synonym,3245814.0,,2671516.0,Bull. Soc. Roy. Bot. Belgique 110: 14 (1977),,,ipni:501527-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501527-1,,wfo-0001444061,63323,,,,,,Cercidoideae
wfo-0000205795,2937674,Fabaceae,Phanera,kockiana,sericeinervia,Phanera kockiana var. sericeinervia,de Wit,Variety,Accepted,2937674.0,2537821.0,,Reinwardtia 3: 524 (1956),,Sumatera,ipni:77252773-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77252773-1,wfo-0000205790,,63327,,,,,,Cercidoideae
wfo-0001339816,2998058,Fabaceae,Phanera,brevipedicellata,,Phanera brevipedicellata,(Jarvie) Mackinder & R.Clark,Species,Accepted,2998058.0,2537884.0,2671399.0,Phytotaxa 166: 53 (2014),,Borneo (Kalimantan),ipni:77140555-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140555-1,wfo-4000029108,,63347,,,,,,Cercidoideae
wfo-0000199508,2671623,Fabaceae,Bauhinia,glabrifolia,sericea,Bauhinia glabrifolia var. sericea,(Lace) K.Larsen & S.S.Larsen,Variety,Synonym,2998026.0,,2672080.0,"Fl. Camb., Laos & Vietn. 18: 187 (1980)",,,ipni:919413-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:919413-1,,wfo-0001384654,63419,,,,,,Cercidoideae
wfo-0000205690,2671397,Fabaceae,Bauhinia,breviflora,,Bauhinia breviflora,Ridl.,Species,Synonym,2997724.0,,,Fl. Malay Penins. 5: 306 (1925),,,ipni:481158-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481158-1,,wfo-0001384470,63428,,,,,,Cercidoideae
wfo-0000561666,2672142,Fabaceae,Bauhinia,teysmanniana,,Bauhinia teysmanniana,Scheff.,Species,Synonym,3239681.0,,,Ann. Jard. Bot. Buitenzorg 1: 19 (1876),,,ipni:481724-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481724-1,,wfo-0001448178,63491,,,,,,Cercidoideae
wfo-0001039691,2905136,Fabaceae,Schnella,porphyrotricha,,Schnella porphyrotricha,(Harms) Wunderlin,Species,Accepted,2905136.0,2591756.0,2671965.0,Phytoneuron 2010-49: 4 (2010),,N. Brazil to Peru,ipni:77111931-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111931-1,wfo-4000034516,,63509,,,,,,Cercidoideae
wfo-0000166211,2706090,Fabaceae,Caulotretus,heterophyllus,,Caulotretus heterophyllus,(Kunth) Warb.,Species,Synonym,2490398.0,,2671680.0,Bau Entw. Holz. Caulotretus: 3 (1883),,,ipni:20006623-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20006623-1,,wfo-0000166207,63710,,,,,,Cercidoideae
wfo-0001384500,2997885,Fabaceae,Phanera,kockiana,scarlatina,Phanera kockiana var. scarlatina,"(Backer ex Cammerl.) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997885.0,2537821.0,2672063.0,Bangladesh J. Pl. Taxon. 19: 58 (2012),,"Borneo (Sabah, Kalimantan)",ipni:77125196-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125196-1,wfo-0000205790,,63724,,,,,,Cercidoideae
wfo-0000205789,2671490,Fabaceae,Bauhinia,creaghii,,Bauhinia creaghii,Baker,Species,Synonym,3239680.0,,,Bull. Misc. Inform. Kew 1896: 21 (1896),,,ipni:481235-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481235-1,,wfo-0001448177,63806,,,,,,Cercidoideae
wfo-0001364634,2537833,Fabaceae,Phanera,glabrifolia,sericea,Phanera glabrifolia subsp. sericea,(Lace) A.Schmitz,Subspecies,Synonym,2998026.0,,2672080.0,Bull. Soc. Roy. Bot. Belgique 110: 14 (1977),,,ipni:885705-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:885705-1,,wfo-0001384654,63842,,,,,,Cercidoideae
wfo-0000197016,2671676,Fabaceae,Bauhinia,henryi,,Bauhinia henryi,Harms,Species,Illegitimate,3245806.0,,,Repert. Spec. Nov. Regni Veg. 17: 134 (1921),", nom. illeg.",,ipni:481369-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481369-1,,wfo-0001444062,63953,,,,,,Cercidoideae
wfo-0001339815,2998057,Fabaceae,Phanera,aurea,,Phanera aurea,(H.Lév.) Mackinder & R.Clark,Species,Accepted,2998057.0,2537884.0,2671338.0,Phytotaxa 166: 52 (2014),,SC. China (to Guangxi),ipni:77140554-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140554-1,wfo-4000029108,,63967,,,,,,Cercidoideae
wfo-0001384515,2997690,Fabaceae,Phanera,wrayi,moultonii,Phanera wrayi var. moultonii,"(Merr.) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997690.0,2537900.0,2671876.0,Bangladesh J. Pl. Taxon. 19: 60 (2012),,Borneo,ipni:77125218-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125218-1,wfo-0000205883,,63972,,,,,,Cercidoideae
wfo-0000167274,2671640,Fabaceae,Bauhinia,gossweileri,,Bauhinia gossweileri,Baker f.,Species,Synonym,2443513.0,,,J. Bot. 66(Suppl. 1): 139 (1928),,,ipni:481344-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481344-1,,wfo-0001060088,64220,,,,,,Cercidoideae
wfo-0000469318,2537966,Fabaceae,Phanera,ridleyi,,Phanera ridleyi,(Prain) A.Schmitz,Species,Accepted,2537966.0,2537884.0,2672019.0,Bull. Soc. Roy. Bot. Belgique 110: 15 (1977),,Pen. Thailand to Sumatera,ipni:513576-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513576-1,wfo-4000029108,,64228,,,,,,Cercidoideae
wfo-0000166252,2672150,Fabaceae,Bauhinia,tomentosa,,Bauhinia tomentosa,Vell.,Species,Illegitimate,3234174.0,,,Fl. Flumin.: 171 (1829),", nom. illeg.",,ipni:481733-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481733-1,,wfo-0001427378,64281,,,,,,Cercidoideae
wfo-0000498859,2591684,Fabaceae,Schnella,macrophylla,,Schnella macrophylla,Griseb.,Species,Synonym,2905142.0,,,Abh. Königl. Ges. Wiss. Göttingen 7: 210 (1857),,,ipni:518013-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518013-1,,wfo-0001039685,64305,,,,,,Cercidoideae
wfo-0000171161,2441318,Fabaceae,Tylosema,argenteum,,Tylosema argenteum,(Chiov.) Brenan,Species,Accepted,2441318.0,2441307.0,2671327.0,Kew Bull. 17: 214 (1963),,S. Ethiopia to N. Kenya,ipni:524262-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524262-1,wfo-4000039661,,64328,,,,,,Cercidoideae
wfo-0001384496,2997865,Fabaceae,Phanera,kockiana,bakoensis,Phanera kockiana var. bakoensis,"(K.Larsen & S.S.Larsen) Bandyop., Ghoshal & M.K.Pathak",Variety,Accepted,2997865.0,2537821.0,2671746.0,Bangladesh J. Pl. Taxon. 19: 57 (2012),,Borneo (Sarawak),ipni:77125192-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77125192-1,wfo-0000205790,,64350,,,,,,Cercidoideae
